date_key,full_date,year,month,day_of_month,day_of_week,day_name,week_of_month,month_name,semester,trimester,is_weekend
796,2028-07-18,2028,7,18,2,Tuesday,3,July,S2,T2,False
797,2028-07-19,2028,7,19,3,Wednesday,3,July,S2,T2,False
798,2028-07-20,2028,7,20,4,Thursday,3,July,S2,T2,False
799,2028-07-21,2028,7,21,5,Friday,3,July,S2,T2,False
800,2028-07-22,2028,7,22,6,Saturday,4,July,S2,T2,True
801,2028-07-23,2028,7,23,7,Sunday,4,July,S2,T2,True
802,2028-07-24,2028,7,24,1,Monday,4,July,S2,T2,False
803,2028-07-25,2028,7,25,2,Tuesday,4,July,S2,T2,False
804,2028-07-26,2028,7,26,3,Wednesday,4,July,S2,T2,False
805,2028-07-27,2028,7,27,4,Thursday,4,July,S2,T2,False
806,2028-07-28,2028,7,28,5,Friday,4,July,S2,T2,False
807,2028-07-29,2028,7,29,6,Saturday,5,July,S2,T2,True
808,2028-07-30,2028,7,30,7,Sunday,5,July,S2,T2,True
809,2028-07-31,2028,7,31,1,Monday,5,July,S2,T2,False
810,2028-08-01,2028,8,1,2,Tuesday,1,August,S2,T2,False
811,2028-08-02,2028,8,2,3,Wednesday,1,August,S2,T2,False
812,2028-08-03,2028,8,3,4,Thursday,1,August,S2,T2,False
813,2028-08-04,2028,8,4,5,Friday,1,August,S2,T2,False
814,2028-08-05,2028,8,5,6,Saturday,1,August,S2,T2,True
815,2028-08-06,2028,8,6,7,Sunday,1,August,S2,T2,True
816,2028-08-07,2028,8,7,1,Monday,1,August,S2,T2,False
817,2028-08-08,2028,8,8,2,Tuesday,2,August,S2,T2,False
818,2028-08-09,2028,8,9,3,Wednesday,2,August,S2,T2,False
819,2028-08-10,2028,8,10,4,Thursday,2,August,S2,T2,False
820,2028-08-11,2028,8,11,5,Friday,2,August,S2,T2,False
821,2028-08-12,2028,8,12,6,Saturday,2,August,S2,T2,True
822,2028-08-13,2028,8,13,7,Sunday,2,August,S2,T2,True
823,2028-08-14,2028,8,14,1,Monday,2,August,S2,T2,False
824,2028-08-15,2028,8,15,2,Tuesday,3,August,S2,T2,False
825,2028-08-16,2028,8,16,3,Wednesday,3,August,S2,T2,False
826,2028-08-17,2028,8,17,4,Thursday,3,August,S2,T2,False
827,2028-08-18,2028,8,18,5,Friday,3,August,S2,T2,False
828,2028-08-19,2028,8,19,6,Saturday,3,August,S2,T2,True
829,2028-08-20,2028,8,20,7,Sunday,3,August,S2,T2,True
830,2028-08-21,2028,8,21,1,Monday,3,August,S2,T2,False
831,2028-08-22,2028,8,22,2,Tuesday,4,August,S2,T2,False
832,2028-08-23,2028,8,23,3,Wednesday,4,August,S2,T2,False
833,2028-08-24,2028,8,24,4,Thursday,4,August,S2,T2,False
834,2028-08-25,2028,8,25,5,Friday,4,August,S2,T2,False
835,2028-08-26,2028,8,26,6,Saturday,4,August,S2,T2,True
836,2028-08-27,2028,8,27,7,Sunday,4,August,S2,T2,True
837,2028-08-28,2028,8,28,1,Monday,4,August,S2,T2,False
838,2028-08-29,2028,8,29,2,Tuesday,5,August,S2,T2,False
839,2028-08-30,2028,8,30,3,Wednesday,5,August,S2,T2,False
840,2028-08-31,2028,8,31,4,Thursday,5,August,S2,T2,False
841,2028-09-01,2028,9,1,5,Friday,1,September,S2,T3,False
842,2028-09-02,2028,9,2,6,Saturday,1,September,S2,T3,True
843,2028-09-03,2028,9,3,7,Sunday,1,September,S2,T3,True
844,2028-09-04,2028,9,4,1,Monday,1,September,S2,T3,False
845,2028-09-05,2028,9,5,2,Tuesday,1,September,S2,T3,False
846,2028-09-06,2028,9,6,3,Wednesday,1,September,S2,T3,False
847,2028-09-07,2028,9,7,4,Thursday,1,September,S2,T3,False
848,2028-09-08,2028,9,8,5,Friday,2,September,S2,T3,False
849,2028-09-09,2028,9,9,6,Saturday,2,September,S2,T3,True
850,2028-09-10,2028,9,10,7,Sunday,2,September,S2,T3,True
851,2028-09-11,2028,9,11,1,Monday,2,September,S2,T3,False
852,2028-09-12,2028,9,12,2,Tuesday,2,September,S2,T3,False
853,2028-09-13,2028,9,13,3,Wednesday,2,September,S2,T3,False
854,2028-09-14,2028,9,14,4,Thursday,2,September,S2,T3,False
855,2028-09-15,2028,9,15,5,Friday,3,September,S2,T3,False
856,2028-09-16,2028,9,16,6,Saturday,3,September,S2,T3,True
857,2028-09-17,2028,9,17,7,Sunday,3,September,S2,T3,True
858,2028-09-18,2028,9,18,1,Monday,3,September,S2,T3,False
859,2028-09-19,2028,9,19,2,Tuesday,3,September,S2,T3,False
860,2028-09-20,2028,9,20,3,Wednesday,3,September,S2,T3,False
861,2028-09-21,2028,9,21,4,Thursday,3,September,S2,T3,False
862,2028-09-22,2028,9,22,5,Friday,4,September,S2,T3,False
863,2028-09-23,2028,9,23,6,Saturday,4,September,S2,T3,True
864,2028-09-24,2028,9,24,7,Sunday,4,September,S2,T3,True
865,2028-09-25,2028,9,25,1,Monday,4,September,S2,T3,False
866,2028-09-26,2028,9,26,2,Tuesday,4,September,S2,T3,False
867,2028-09-27,2028,9,27,3,Wednesday,4,September,S2,T3,False
868,2028-09-28,2028,9,28,4,Thursday,4,September,S2,T3,False
869,2028-09-29,2028,9,29,5,Friday,5,September,S2,T3,False
870,2028-09-30,2028,9,30,6,Saturday,5,September,S2,T3,True
871,2028-10-01,2028,10,1,7,Sunday,1,October,S2,T3,True
872,2028-10-02,2028,10,2,1,Monday,1,October,S2,T3,False
873,2028-10-03,2028,10,3,2,Tuesday,1,October,S2,T3,False
874,2028-10-04,2028,10,4,3,Wednesday,1,October,S2,T3,False
875,2028-10-05,2028,10,5,4,Thursday,1,October,S2,T3,False
876,2028-10-06,2028,10,6,5,Friday,1,October,S2,T3,False
877,2028-10-07,2028,10,7,6,Saturday,1,October,S2,T3,True
878,2028-10-08,2028,10,8,7,Sunday,2,October,S2,T3,True
879,2028-10-09,2028,10,9,1,Monday,2,October,S2,T3,False
880,2028-10-10,2028,10,10,2,Tuesday,2,October,S2,T3,False
881,2028-10-11,2028,10,11,3,Wednesday,2,October,S2,T3,False
882,2028-10-12,2028,10,12,4,Thursday,2,October,S2,T3,False
883,2028-10-13,2028,10,13,5,Friday,2,October,S2,T3,False
884,2028-10-14,2028,10,14,6,Saturday,2,October,S2,T3,True
885,2028-10-15,2028,10,15,7,Sunday,3,October,S2,T3,True
886,2028-10-16,2028,10,16,1,Monday,3,October,S2,T3,False
887,2028-10-17,2028,10,17,2,Tuesday,3,October,S2,T3,False
888,2028-10-18,2028,10,18,3,Wednesday,3,October,S2,T3,False
889,2028-10-19,2028,10,19,4,Thursday,3,October,S2,T3,False
890,2028-10-20,2028,10,20,5,Friday,3,October,S2,T3,False
891,2028-10-21,2028,10,21,6,Saturday,3,October,S2,T3,True
892,2028-10-22,2028,10,22,7,Sunday,4,October,S2,T3,True
893,2028-10-23,2028,10,23,1,Monday,4,October,S2,T3,False
894,2028-10-24,2028,10,24,2,Tuesday,4,October,S2,T3,False
895,2028-10-25,2028,10,25,3,Wednesday,4,October,S2,T3,False
896,2028-10-26,2028,10,26,4,Thursday,4,October,S2,T3,False
897,2028-10-27,2028,10,27,5,Friday,4,October,S2,T3,False
898,2028-10-28,2028,10,28,6,Saturday,4,October,S2,T3,True
899,2028-10-29,2028,10,29,7,Sunday,5,October,S2,T3,True
900,2028-10-30,2028,10,30,1,Monday,5,October,S2,T3,False
901,2028-10-31,2028,10,31,2,Tuesday,5,October,S2,T3,False
902,2028-11-01,2028,11,1,3,Wednesday,1,November,S2,T3,False
903,2028-11-02,2028,11,2,4,Thursday,1,November,S2,T3,False
904,2028-11-03,2028,11,3,5,Friday,1,November,S2,T3,False
905,2028-11-04,2028,11,4,6,Saturday,1,November,S2,T3,True
906,2028-11-05,2028,11,5,7,Sunday,1,November,S2,T3,True
907,2028-11-06,2028,11,6,1,Monday,1,November,S2,T3,False
908,2028-11-07,2028,11,7,2,Tuesday,1,November,S2,T3,False
909,2028-11-08,2028,11,8,3,Wednesday,2,November,S2,T3,False
910,2028-11-09,2028,11,9,4,Thursday,2,November,S2,T3,False
911,2028-11-10,2028,11,10,5,Friday,2,November,S2,T3,False
912,2028-11-11,2028,11,11,6,Saturday,2,November,S2,T3,True
913,2028-11-12,2028,11,12,7,Sunday,2,November,S2,T3,True
914,2028-11-13,2028,11,13,1,Monday,2,November,S2,T3,False
915,2028-11-14,2028,11,14,2,Tuesday,2,November,S2,T3,False
916,2028-11-15,2028,11,15,3,Wednesday,3,November,S2,T3,False
917,2028-11-16,2028,11,16,4,Thursday,3,November,S2,T3,False
918,2028-11-17,2028,11,17,5,Friday,3,November,S2,T3,False
919,2028-11-18,2028,11,18,6,Saturday,3,November,S2,T3,True
920,2028-11-19,2028,11,19,7,Sunday,3,November,S2,T3,True
921,2028-11-20,2028,11,20,1,Monday,3,November,S2,T3,False
922,2028-11-21,2028,11,21,2,Tuesday,3,November,S2,T3,False
923,2028-11-22,2028,11,22,3,Wednesday,4,November,S2,T3,False
924,2028-11-23,2028,11,23,4,Thursday,4,November,S2,T3,False
925,2028-11-24,2028,11,24,5,Friday,4,November,S2,T3,False
926,2028-11-25,2028,11,25,6,Saturday,4,November,S2,T3,True
927,2028-11-26,2028,11,26,7,Sunday,4,November,S2,T3,True
928,2028-11-27,2028,11,27,1,Monday,4,November,S2,T3,False
929,2028-11-28,2028,11,28,2,Tuesday,4,November,S2,T3,False
930,2028-11-29,2028,11,29,3,Wednesday,5,November,S2,T3,False
931,2028-11-30,2028,11,30,4,Thursday,5,November,S2,T3,False
932,2028-12-01,2028,12,1,5,Friday,1,December,S2,T3,False
933,2028-12-02,2028,12,2,6,Saturday,1,December,S2,T3,True
934,2028-12-03,2028,12,3,7,Sunday,1,December,S2,T3,True
935,2028-12-04,2028,12,4,1,Monday,1,December,S2,T3,False
936,2028-12-05,2028,12,5,2,Tuesday,1,December,S2,T3,False
937,2028-12-06,2028,12,6,3,Wednesday,1,December,S2,T3,False
938,2028-12-07,2028,12,7,4,Thursday,1,December,S2,T3,False
939,2028-12-08,2028,12,8,5,Friday,2,December,S2,T3,False
940,2028-12-09,2028,12,9,6,Saturday,2,December,S2,T3,True
941,2028-12-10,2028,12,10,7,Sunday,2,December,S2,T3,True
942,2028-12-11,2028,12,11,1,Monday,2,December,S2,T3,False
943,2028-12-12,2028,12,12,2,Tuesday,2,December,S2,T3,False
944,2028-12-13,2028,12,13,3,Wednesday,2,December,S2,T3,False
945,2028-12-14,2028,12,14,4,Thursday,2,December,S2,T3,False
946,2028-12-15,2028,12,15,5,Friday,3,December,S2,T3,False
947,2028-12-16,2028,12,16,6,Saturday,3,December,S2,T3,True
948,2028-12-17,2028,12,17,7,Sunday,3,December,S2,T3,True
949,2028-12-18,2028,12,18,1,Monday,3,December,S2,T3,False
950,2028-12-19,2028,12,19,2,Tuesday,3,December,S2,T3,False
951,2028-12-20,2028,12,20,3,Wednesday,3,December,S2,T3,False
952,2028-12-21,2028,12,21,4,Thursday,3,December,S2,T3,False
953,2028-12-22,2028,12,22,5,Friday,4,December,S2,T3,False
954,2028-12-23,2028,12,23,6,Saturday,4,December,S2,T3,True
955,2028-12-24,2028,12,24,7,Sunday,4,December,S2,T3,True
956,2028-12-25,2028,12,25,1,Monday,4,December,S2,T3,False
957,2028-12-26,2028,12,26,2,Tuesday,4,December,S2,T3,False
958,2028-12-27,2028,12,27,3,Wednesday,4,December,S2,T3,False
959,2028-12-28,2028,12,28,4,Thursday,4,December,S2,T3,False
960,2028-12-29,2028,12,29,5,Friday,5,December,S2,T3,False
961,2028-12-30,2028,12,30,6,Saturday,5,December,S2,T3,True
962,2028-12-31,2028,12,31,7,Sunday,5,December,S2,T3,True
963,2029-01-01,2029,1,1,1,Monday,1,January,S1,T1,False
964,2029-01-02,2029,1,2,2,Tuesday,1,January,S1,T1,False
965,2029-01-03,2029,1,3,3,Wednesday,1,January,S1,T1,False
966,2029-01-04,2029,1,4,4,Thursday,1,January,S1,T1,False
967,2029-01-05,2029,1,5,5,Friday,1,January,S1,T1,False
968,2029-01-06,2029,1,6,6,Saturday,1,January,S1,T1,True
969,2029-01-07,2029,1,7,7,Sunday,1,January,S1,T1,True
970,2029-01-08,2029,1,8,1,Monday,2,January,S1,T1,False
971,2029-01-09,2029,1,9,2,Tuesday,2,January,S1,T1,False
972,2029-01-10,2029,1,10,3,Wednesday,2,January,S1,T1,False
973,2029-01-11,2029,1,11,4,Thursday,2,January,S1,T1,False
974,2029-01-12,2029,1,12,5,Friday,2,January,S1,T1,False
975,2029-01-13,2029,1,13,6,Saturday,2,January,S1,T1,True
976,2029-01-14,2029,1,14,7,Sunday,2,January,S1,T1,True
977,2029-01-15,2029,1,15,1,Monday,3,January,S1,T1,False
978,2029-01-16,2029,1,16,2,Tuesday,3,January,S1,T1,False
979,2029-01-17,2029,1,17,3,Wednesday,3,January,S1,T1,False
980,2029-01-18,2029,1,18,4,Thursday,3,January,S1,T1,False
981,2029-01-19,2029,1,19,5,Friday,3,January,S1,T1,False
982,2029-01-20,2029,1,20,6,Saturday,3,January,S1,T1,True
983,2029-01-21,2029,1,21,7,Sunday,3,January,S1,T1,True
984,2029-01-22,2029,1,22,1,Monday,4,January,S1,T1,False
985,2029-01-23,2029,1,23,2,Tuesday,4,January,S1,T1,False
986,2029-01-24,2029,1,24,3,Wednesday,4,January,S1,T1,False
987,2029-01-25,2029,1,25,4,Thursday,4,January,S1,T1,False
988,2029-01-26,2029,1,26,5,Friday,4,January,S1,T1,False
989,2029-01-27,2029,1,27,6,Saturday,4,January,S1,T1,True
990,2029-01-28,2029,1,28,7,Sunday,4,January,S1,T1,True
991,2029-01-29,2029,1,29,1,Monday,5,January,S1,T1,False
992,2029-01-30,2029,1,30,2,Tuesday,5,January,S1,T1,False
993,2029-01-31,2029,1,31,3,Wednesday,5,January,S1,T1,False
994,2029-02-01,2029,2,1,4,Thursday,1,February,S1,T1,False
995,2029-02-02,2029,2,2,5,Friday,1,February,S1,T1,False
996,2029-02-03,2029,2,3,6,Saturday,1,February,S1,T1,True
997,2029-02-04,2029,2,4,7,Sunday,1,February,S1,T1,True
998,2029-02-05,2029,2,5,1,Monday,1,February,S1,T1,False
999,2029-02-06,2029,2,6,2,Tuesday,1,February,S1,T1,False
1000,2029-02-07,2029,2,7,3,Wednesday,1,February,S1,T1,False
1001,2029-02-08,2029,2,8,4,Thursday,2,February,S1,T1,False
1002,2029-02-09,2029,2,9,5,Friday,2,February,S1,T1,False
1003,2029-02-10,2029,2,10,6,Saturday,2,February,S1,T1,True
1004,2029-02-11,2029,2,11,7,Sunday,2,February,S1,T1,True
1005,2029-02-12,2029,2,12,1,Monday,2,February,S1,T1,False
1006,2029-02-13,2029,2,13,2,Tuesday,2,February,S1,T1,False
1007,2029-02-14,2029,2,14,3,Wednesday,2,February,S1,T1,False
1008,2029-02-15,2029,2,15,4,Thursday,3,February,S1,T1,False
1009,2029-02-16,2029,2,16,5,Friday,3,February,S1,T1,False
1010,2029-02-17,2029,2,17,6,Saturday,3,February,S1,T1,True
1011,2029-02-18,2029,2,18,7,Sunday,3,February,S1,T1,True
1012,2029-02-19,2029,2,19,1,Monday,3,February,S1,T1,False
1013,2029-02-20,2029,2,20,2,Tuesday,3,February,S1,T1,False
1014,2029-02-21,2029,2,21,3,Wednesday,3,February,S1,T1,False
1015,2029-02-22,2029,2,22,4,Thursday,4,February,S1,T1,False
1016,2029-02-23,2029,2,23,5,Friday,4,February,S1,T1,False
1017,2029-02-24,2029,2,24,6,Saturday,4,February,S1,T1,True
1018,2029-02-25,2029,2,25,7,Sunday,4,February,S1,T1,True
1019,2029-02-26,2029,2,26,1,Monday,4,February,S1,T1,False
1020,2029-02-27,2029,2,27,2,Tuesday,4,February,S1,T1,False
1021,2029-02-28,2029,2,28,3,Wednesday,4,February,S1,T1,False
1022,2029-03-01,2029,3,1,4,Thursday,1,March,S1,T1,False
1023,2029-03-02,2029,3,2,5,Friday,1,March,S1,T1,False
1024,2029-03-03,2029,3,3,6,Saturday,1,March,S1,T1,True
1025,2029-03-04,2029,3,4,7,Sunday,1,March,S1,T1,True
1026,2029-03-05,2029,3,5,1,Monday,1,March,S1,T1,False
1027,2029-03-06,2029,3,6,2,Tuesday,1,March,S1,T1,False
1028,2029-03-07,2029,3,7,3,Wednesday,1,March,S1,T1,False
1029,2029-03-08,2029,3,8,4,Thursday,2,March,S1,T1,False
1030,2029-03-09,2029,3,9,5,Friday,2,March,S1,T1,False
1031,2029-03-10,2029,3,10,6,Saturday,2,March,S1,T1,True
1032,2029-03-11,2029,3,11,7,Sunday,2,March,S1,T1,True
1033,2029-03-12,2029,3,12,1,Monday,2,March,S1,T1,False
1034,2029-03-13,2029,3,13,2,Tuesday,2,March,S1,T1,False
1035,2029-03-14,2029,3,14,3,Wednesday,2,March,S1,T1,False
1036,2029-03-15,2029,3,15,4,Thursday,3,March,S1,T1,False
1037,2029-03-16,2029,3,16,5,Friday,3,March,S1,T1,False
1038,2029-03-17,2029,3,17,6,Saturday,3,March,S1,T1,True
1039,2029-03-18,2029,3,18,7,Sunday,3,March,S1,T1,True
1040,2029-03-19,2029,3,19,1,Monday,3,March,S1,T1,False
1041,2029-03-20,2029,3,20,2,Tuesday,3,March,S1,T1,False
1042,2029-03-21,2029,3,21,3,Wednesday,3,March,S1,T1,False
1043,2029-03-22,2029,3,22,4,Thursday,4,March,S1,T1,False
1044,2029-03-23,2029,3,23,5,Friday,4,March,S1,T1,False
1045,2029-03-24,2029,3,24,6,Saturday,4,March,S1,T1,True
1046,2029-03-25,2029,3,25,7,Sunday,4,March,S1,T1,True
1047,2029-03-26,2029,3,26,1,Monday,4,March,S1,T1,False
1048,2029-03-27,2029,3,27,2,Tuesday,4,March,S1,T1,False
1049,2029-03-28,2029,3,28,3,Wednesday,4,March,S1,T1,False
1050,2029-03-29,2029,3,29,4,Thursday,5,March,S1,T1,False
1051,2029-03-30,2029,3,30,5,Friday,5,March,S1,T1,False
1052,2029-03-31,2029,3,31,6,Saturday,5,March,S1,T1,True
1053,2029-04-01,2029,4,1,7,Sunday,1,April,S1,T1,True
1054,2029-04-02,2029,4,2,1,Monday,1,April,S1,T1,False
1055,2029-04-03,2029,4,3,2,Tuesday,1,April,S1,T1,False
1056,2029-04-04,2029,4,4,3,Wednesday,1,April,S1,T1,False
1057,2029-04-05,2029,4,5,4,Thursday,1,April,S1,T1,False
1058,2029-04-06,2029,4,6,5,Friday,1,April,S1,T1,False
1059,2029-04-07,2029,4,7,6,Saturday,1,April,S1,T1,True
1060,2029-04-08,2029,4,8,7,Sunday,2,April,S1,T1,True
1061,2029-04-09,2029,4,9,1,Monday,2,April,S1,T1,False
1062,2029-04-10,2029,4,10,2,Tuesday,2,April,S1,T1,False
1063,2029-04-11,2029,4,11,3,Wednesday,2,April,S1,T1,False
1064,2029-04-12,2029,4,12,4,Thursday,2,April,S1,T1,False
1065,2029-04-13,2029,4,13,5,Friday,2,April,S1,T1,False
1066,2029-04-14,2029,4,14,6,Saturday,2,April,S1,T1,True
1067,2029-04-15,2029,4,15,7,Sunday,3,April,S1,T1,True
1068,2029-04-16,2029,4,16,1,Monday,3,April,S1,T1,False
1069,2029-04-17,2029,4,17,2,Tuesday,3,April,S1,T1,False
1070,2029-04-18,2029,4,18,3,Wednesday,3,April,S1,T1,False
1071,2029-04-19,2029,4,19,4,Thursday,3,April,S1,T1,False
1072,2029-04-20,2029,4,20,5,Friday,3,April,S1,T1,False
1073,2029-04-21,2029,4,21,6,Saturday,3,April,S1,T1,True
1074,2029-04-22,2029,4,22,7,Sunday,4,April,S1,T1,True
1075,2029-04-23,2029,4,23,1,Monday,4,April,S1,T1,False
1076,2029-04-24,2029,4,24,2,Tuesday,4,April,S1,T1,False
1077,2029-04-25,2029,4,25,3,Wednesday,4,April,S1,T1,False
1078,2029-04-26,2029,4,26,4,Thursday,4,April,S1,T1,False
1079,2029-04-27,2029,4,27,5,Friday,4,April,S1,T1,False
1080,2029-04-28,2029,4,28,6,Saturday,4,April,S1,T1,True
1081,2029-04-29,2029,4,29,7,Sunday,5,April,S1,T1,True
1082,2029-04-30,2029,4,30,1,Monday,5,April,S1,T1,False
1083,2029-05-01,2029,5,1,2,Tuesday,1,May,S1,T2,False
1084,2029-05-02,2029,5,2,3,Wednesday,1,May,S1,T2,False
1085,2029-05-03,2029,5,3,4,Thursday,1,May,S1,T2,False
1086,2029-05-04,2029,5,4,5,Friday,1,May,S1,T2,False
1087,2029-05-05,2029,5,5,6,Saturday,1,May,S1,T2,True
1088,2029-05-06,2029,5,6,7,Sunday,1,May,S1,T2,True
1089,2029-05-07,2029,5,7,1,Monday,1,May,S1,T2,False
1090,2029-05-08,2029,5,8,2,Tuesday,2,May,S1,T2,False
1091,2029-05-09,2029,5,9,3,Wednesday,2,May,S1,T2,False
1092,2029-05-10,2029,5,10,4,Thursday,2,May,S1,T2,False
1093,2029-05-11,2029,5,11,5,Friday,2,May,S1,T2,False
1094,2029-05-12,2029,5,12,6,Saturday,2,May,S1,T2,True
1095,2029-05-13,2029,5,13,7,Sunday,2,May,S1,T2,True
1096,2029-05-14,2029,5,14,1,Monday,2,May,S1,T2,False
1097,2029-05-15,2029,5,15,2,Tuesday,3,May,S1,T2,False
1098,2029-05-16,2029,5,16,3,Wednesday,3,May,S1,T2,False
1099,2029-05-17,2029,5,17,4,Thursday,3,May,S1,T2,False
1100,2029-05-18,2029,5,18,5,Friday,3,May,S1,T2,False
1101,2029-05-19,2029,5,19,6,Saturday,3,May,S1,T2,True
1102,2029-05-20,2029,5,20,7,Sunday,3,May,S1,T2,True
1103,2029-05-21,2029,5,21,1,Monday,3,May,S1,T2,False
1104,2029-05-22,2029,5,22,2,Tuesday,4,May,S1,T2,False
1105,2029-05-23,2029,5,23,3,Wednesday,4,May,S1,T2,False
1106,2029-05-24,2029,5,24,4,Thursday,4,May,S1,T2,False
1107,2029-05-25,2029,5,25,5,Friday,4,May,S1,T2,False
1108,2029-05-26,2029,5,26,6,Saturday,4,May,S1,T2,True
1109,2029-05-27,2029,5,27,7,Sunday,4,May,S1,T2,True
1110,2029-05-28,2029,5,28,1,Monday,4,May,S1,T2,False
1111,2029-05-29,2029,5,29,2,Tuesday,5,May,S1,T2,False
1112,2029-05-30,2029,5,30,3,Wednesday,5,May,S1,T2,False
1113,2029-05-31,2029,5,31,4,Thursday,5,May,S1,T2,False
1114,2029-06-01,2029,6,1,5,Friday,1,June,S1,T2,False
1115,2029-06-02,2029,6,2,6,Saturday,1,June,S1,T2,True
1116,2029-06-03,2029,6,3,7,Sunday,1,June,S1,T2,True
1117,2029-06-04,2029,6,4,1,Monday,1,June,S1,T2,False
1118,2029-06-05,2029,6,5,2,Tuesday,1,June,S1,T2,False
1119,2029-06-06,2029,6,6,3,Wednesday,1,June,S1,T2,False
1120,2029-06-07,2029,6,7,4,Thursday,1,June,S1,T2,False
1121,2029-06-08,2029,6,8,5,Friday,2,June,S1,T2,False
1122,2029-06-09,2029,6,9,6,Saturday,2,June,S1,T2,True
1123,2029-06-10,2029,6,10,7,Sunday,2,June,S1,T2,True
1124,2029-06-11,2029,6,11,1,Monday,2,June,S1,T2,False
1125,2029-06-12,2029,6,12,2,Tuesday,2,June,S1,T2,False
1126,2029-06-13,2029,6,13,3,Wednesday,2,June,S1,T2,False
1127,2029-06-14,2029,6,14,4,Thursday,2,June,S1,T2,False
1128,2029-06-15,2029,6,15,5,Friday,3,June,S1,T2,False
1129,2029-06-16,2029,6,16,6,Saturday,3,June,S1,T2,True
1130,2029-06-17,2029,6,17,7,Sunday,3,June,S1,T2,True
1131,2029-06-18,2029,6,18,1,Monday,3,June,S1,T2,False
1132,2029-06-19,2029,6,19,2,Tuesday,3,June,S1,T2,False
1133,2029-06-20,2029,6,20,3,Wednesday,3,June,S1,T2,False
1134,2029-06-21,2029,6,21,4,Thursday,3,June,S1,T2,False
1135,2029-06-22,2029,6,22,5,Friday,4,June,S1,T2,False
1136,2029-06-23,2029,6,23,6,Saturday,4,June,S1,T2,True
1137,2029-06-24,2029,6,24,7,Sunday,4,June,S1,T2,True
1138,2029-06-25,2029,6,25,1,Monday,4,June,S1,T2,False
1139,2029-06-26,2029,6,26,2,Tuesday,4,June,S1,T2,False
1140,2029-06-27,2029,6,27,3,Wednesday,4,June,S1,T2,False
1141,2029-06-28,2029,6,28,4,Thursday,4,June,S1,T2,False
1142,2029-06-29,2029,6,29,5,Friday,5,June,S1,T2,False
1143,2029-06-30,2029,6,30,6,Saturday,5,June,S1,T2,True
1144,2029-07-01,2029,7,1,7,Sunday,1,July,S2,T2,True
1145,2029-07-02,2029,7,2,1,Monday,1,July,S2,T2,False
1146,2029-07-03,2029,7,3,2,Tuesday,1,July,S2,T2,False
1147,2029-07-04,2029,7,4,3,Wednesday,1,July,S2,T2,False
1148,2029-07-05,2029,7,5,4,Thursday,1,July,S2,T2,False
1149,2029-07-06,2029,7,6,5,Friday,1,July,S2,T2,False
1150,2029-07-07,2029,7,7,6,Saturday,1,July,S2,T2,True
1151,2029-07-08,2029,7,8,7,Sunday,2,July,S2,T2,True
1152,2029-07-09,2029,7,9,1,Monday,2,July,S2,T2,False
1153,2029-07-10,2029,7,10,2,Tuesday,2,July,S2,T2,False
1154,2029-07-11,2029,7,11,3,Wednesday,2,July,S2,T2,False
1155,2029-07-12,2029,7,12,4,Thursday,2,July,S2,T2,False
1156,2029-07-13,2029,7,13,5,Friday,2,July,S2,T2,False
1157,2029-07-14,2029,7,14,6,Saturday,2,July,S2,T2,True
1158,2029-07-15,2029,7,15,7,Sunday,3,July,S2,T2,True
1159,2029-07-16,2029,7,16,1,Monday,3,July,S2,T2,False
1160,2029-07-17,2029,7,17,2,Tuesday,3,July,S2,T2,False
1161,2029-07-18,2029,7,18,3,Wednesday,3,July,S2,T2,False
1162,2029-07-19,2029,7,19,4,Thursday,3,July,S2,T2,False
1163,2029-07-20,2029,7,20,5,Friday,3,July,S2,T2,False
1164,2029-07-21,2029,7,21,6,Saturday,3,July,S2,T2,True
1165,2029-07-22,2029,7,22,7,Sunday,4,July,S2,T2,True
1166,2029-07-23,2029,7,23,1,Monday,4,July,S2,T2,False
1167,2029-07-24,2029,7,24,2,Tuesday,4,July,S2,T2,False
1168,2029-07-25,2029,7,25,3,Wednesday,4,July,S2,T2,False
1169,2029-07-26,2029,7,26,4,Thursday,4,July,S2,T2,False
1170,2029-07-27,2029,7,27,5,Friday,4,July,S2,T2,False
1171,2029-07-28,2029,7,28,6,Saturday,4,July,S2,T2,True
1172,2029-07-29,2029,7,29,7,Sunday,5,July,S2,T2,True
1173,2029-07-30,2029,7,30,1,Monday,5,July,S2,T2,False
1174,2029-07-31,2029,7,31,2,Tuesday,5,July,S2,T2,False
1175,2029-08-01,2029,8,1,3,Wednesday,1,August,S2,T2,False
1176,2029-08-02,2029,8,2,4,Thursday,1,August,S2,T2,False
1177,2029-08-03,2029,8,3,5,Friday,1,August,S2,T2,False
1178,2029-08-04,2029,8,4,6,Saturday,1,August,S2,T2,True
1179,2029-08-05,2029,8,5,7,Sunday,1,August,S2,T2,True
1180,2029-08-06,2029,8,6,1,Monday,1,August,S2,T2,False
1181,2029-08-07,2029,8,7,2,Tuesday,1,August,S2,T2,False
1182,2029-08-08,2029,8,8,3,Wednesday,2,August,S2,T2,False
1183,2029-08-09,2029,8,9,4,Thursday,2,August,S2,T2,False
1184,2029-08-10,2029,8,10,5,Friday,2,August,S2,T2,False
1185,2029-08-11,2029,8,11,6,Saturday,2,August,S2,T2,True
1186,2029-08-12,2029,8,12,7,Sunday,2,August,S2,T2,True
1187,2029-08-13,2029,8,13,1,Monday,2,August,S2,T2,False
1188,2029-08-14,2029,8,14,2,Tuesday,2,August,S2,T2,False
